,Game Title,Console,Commenter Name,Reviewer Type,Comment,Date Commented,Score Number
799,gamedec,PC,PLAY! Zine,Critic,"Gamedec is one weird Polish gem that comes both unpolished (pun intended) and
innovative and creative. It truly is a true role-playing game with great and interesting mechanics that incentivize player choice, although it suffers from various tiny gameplay design problems and lack of finishing touches that would make it a truly defining video game that can rival paragons of the genre like Disco Elysium.","Oct 5, 2021",80
800,gamedec,PC,damian3k,User,"Awesome RPG, great dialogs, super graphic and extra satisfying quests requiring moral choices. I'm from Poland, ""Gamedec"" book series is my favorite. Im really happy that more people all around the world will be able to read and play game based on ""Gamedec"" stories. Great job Anshar Studios and Marcin Przybyłek!","Sep 16, 2021",6.6
801,gamedec,PC,AstroBoy,User,"A must-have for all cyberpunk, detective RPG games. To avoid confusion it is not as good in writing as Disco Elysium but the game offers real narrative storytelling and a real variety of true choices and consequences.","Mar 14, 2022",9
802,don doko don,null,null,Critic,null,null,tbd
803,don doko don,null,null,User,null,null,null
804,cannon army,null,null,Critic,null,null,tbd
805,cannon army,null,null,User,null,null,null
806,wo long fallen dynasty demo,null,null,Critic,null,null,tbd
807,wo long fallen dynasty demo,null,null,User,null,null,null
808,gal guardians demon purge,Nintendo Switch,Universo Nintendo,Critic,"Grim Guardians Demon Purge manages to stand out from other Metroidvania games thanks to its meticulously balanced difficulty and length, the number of secrets, epic boss battles, and a somewhat funny story that is followed by beautiful graphics and an outstanding soundtrack. This is not a random game in the market but is a must-buy for any 2D action lovers and gamers in general.","Mar 19, 2023",76
809,gal guardians demon purge,Nintendo Switch,God is a Geek,Critic,"Grim Guardians has a few issues, but ultimately is a fantastic retro style platformer that fills the Castlevania shaped hole in my heart.","Feb 21, 2023",80
810,gal guardians demon purge,Nintendo Switch,theprotagonist,User,"Very very fun game! Inti Creates never dissapoints with their platformers. Very cute girls. Great music. Fun, relaxing, and moderately challenging (I chose the harder difficulty) platformer. Very satisfying to beat.","Mar 26, 2023",7.4
811,gal guardians demon purge,Nintendo Switch,Babushka_Zhu,User,"Прекрасная игра с огромным количеством качественных отсылок на франшизу Gal✩Gun, фанаты которой оценят их по достоинству. Экшен очень увлекает и геймплей даёт честный вызов игроку. Уровни хорошо проработаны и их интересно исследовать. Версия для Switch прекрасно оптимизирована, отлично играется в портативном режиме и дарит неподдельное удовольствие. Для фанатов франшизы Gal✩Gun это настоящий Must Play, в который играть обязательно. Для остальных же это качественный side-scroller с японским колоритом, который скрасит пару вечеров вашей жизни.","Feb 24, 2023",9
812,vampire slayer the resurrection,null,null,Critic,null,null,tbd
813,vampire slayer the resurrection,null,null,User,null,null,null
814,catan console edition,PlayStation 5,Gamers' Temple,Critic,"Overall, I’d say that this is a good video game adaptation of a board game – the AI is competent enough to be challenging to average player, but not so strong as to be frustrating, and the graphics put the original cardboard and plastic game to shame visually. I wish there was more information on the rules and even gameplay tips, though, as well as more gameplay customization options. CATAN: Console Edition won’t replace sitting around a board with friends, but it’s a good enough option if you want to learn the game or just take a board game break when you can’t round-up your friends for a game night.","Apr 6, 2023",65
815,catan console edition,PlayStation 5,Digitally Downloaded,Critic,"Catan – Console Edition is a perfectly fine adaptation of a hugely popular board game. The developers have done their best to make it work for both online and offline play, and present it gorgeously. I just wish that another, equally talented developer, took Twilight Struggle, or the Game of Thrones board game, or any of a few hundred other incredible board games and adapted those instead.","Mar 13, 2023",70
816,catan console edition,null,null,User,null,null,3.2
817,catan console edition,null,null,User,null,null,null
818,catan console edition,null,null,User,null,null,null
819,blood bowl iii,PC,GamingTrend,Critic,"The game is rather complex, with plenty of ins and outs to uncover and learn. It is undoubtedly challenging for newbies and can be overwhelming at first. However, you will eventually figure it out if you give the game a chance and don't get discouraged immediately. Once you get the gist of it, matches are engaging and gratifying, and you will be compelled to play over and over again.Blood Bowl 3 is not yet another turn-based RPG or rogue-like deck-building game. It is a rare mix of turn-based fantasy strategy and sports that requires relentless dedication. However, its significant emphasis on turn-based strategy, its fantasy theme, its Warhammer setting, and its extensive use of gore and violence may intrigue gamers who may not enjoy sports games at first but love tabletop-inspired games. Whatever the case, Blood Bowl 3 is worth trying; you may discover a rich, thrilling game that stands out with its bloodlust.","Apr 30, 2023",57
820,blood bowl iii,PC,KeenGamer,Critic,"Blood Bowl 3 is a wonderfully charming game that is even more fun to play. Even so, the game falls short with it's numerous bugs and missing features. Unless you're playing offline, the microtransactions and server issues are constantly apparent and getting in your way. If you're looking for a game solely for offline play, Blood Bowl 3 may be for you. Otherwise, you probably want to skip it. Hopefully, with a few updates, Blood Bowl 3 will be as great as it can be.","Feb 26, 2023",65
821,blood bowl iii,PC,fast-foodeur,User,"Bon déjà pour commencer j'adore ce jeu! Je l'attendais avec impatience et enfin il est arrivé, oui même après plusieurs reports qui devenait de plus en plus inquiétant pour le développement, je ne baissait pas les bras et me dire qu'on allait bientôt pouvoir y mettre les mains dessus et c'est le cas! Bon pour commencer le jeu nous offre une grosse campagne bien garnie que malheureusement je n'ai jouer seulement peu de temps, mais qui a l'air assez complet et plutôt riche pour un jeu de ce genre et qui en plus est beaucoup, énormément, extrêmement et j'en passe des adjectifs plus poussé que blood bowl 2 mais pour le moment de ce que je constate la campagne pourrait durer presque une petite dizaine d'heures ce qui n'est pas négligeable comparé a blood bowl 2 que elle ne durait que quelques heures dans mes souvenirs. Les graphismes, j'adore les graphismes de ce jeu ils sont presque à couper le souffle oui certes c'est pas réaliste comme blood bowl 2 mais c'est plus cartoon, plus vibrant et plus coloré ce qui me donne toujours plus envie de garder l'oeil à l'écran mais je sait que il y a une partie qui préfère le côté plus réaliste de blood bowl 2 mais bon il faut au moins plaires à d'autres personnes. La customisation nous promet d'être énorme à partir de la saison 1 et les saisons futures et année futures pour l'instant la customisation est très limitée comme par exemple pour l'instant nous avons seulement droit à 1 Cheerleaders ou 3 coachs ce qui n'est pas énorme pour l'instant je vous l'accorde mais tout la customisation va grandir grâce au passe de combat qui s'appelle le malepierre qui j'imagine va coûter plus de 10$ et qui va faire grincer des dents je n'en doute même pas car si vous n'achetez pas le passe de combat vous allez rester très limitée dans votre customisation du personnage, Cheerleaders, coachs, terrains, tribune etc.... Pour ce qui est de l'IA je l'avoue elle est nul mais vraiment trop nul et je peux comprendre la déception des joueurs, Cyanide nous avait promis une IA améliorée et intelligente qui serait meilleur que blood bowl 2 mais elle est franchement , elle fait de la , dans une partie que c'est à en mourir de rire, à voir si ils vont l'améliorer, dans mon scénario je pense qu'ils vont essayer de l'améliorer a travers des mise à jour mais qui ne sera jamais abouti à avoir une bonne IA, et dans mon cas à moi je m'en fous un peu de l'IA car je joue seulement avec en mode campagne et de temps en temps dans le mode ligue pour m'améliorer un peu car je préfère largement jouer avec un vrai joueur mais je peux comprendre la déception des joueurs solo en ligue. Du côté de la bande sonore c'est un délice pour mes oreilles les sons sont excellents musique très bonne et bande sonore très agréable rien à redire dessus. Encore une fois je comprends la déception des joueurs car la plupart des options quasi obligatoire pour jouer comme par exemple mettre sur pause quand on joue en ligne dans le mode ligue qui va seulement arriver à la saison 2 de l'année 1 je peux comprendre le mécontentement qui devrait y être déjà disponible à la sortie du jeu. Pour conclure c'est mon préféré blood bowl largement meilleur que le 2 selon moi avec du contenu qui devrait sortir sur le jeu pour encore plusieurs et plusieurs années ce qui fait que le jeu sera encore plus supporté et mis à jour que blood bowl 2 est une bonne nouvelle selon moi et qui permet aussi à de nouveaux joueurs de pouvoir embarqué dans cet univers car oui lui au moins permets aux nouveaux joueurs de bien pouvoir apprendre et être moins perdu que les anciens blood bowl qui était moins friendly. Et oui encore une fois je comprends la grosse déception des joueurs mais je crois au moins fermement que la plupart des trucs que les gens grognent vont être réglés et oui blood bowl 2 aussi n'était pas parfait à sortie donc je crois vraiment qu'on devrait lui accorder un peu de temps et de chances car je crois vraiment qu'il a un énorme potentiel. Donc oui foncez le prendre, au prix qu'il coûte je crois pas qu'il vaut la peine d'attendre une promotion pour ceux qu'il veulent l'essayer donc je vous dis bon blood bowl et c'est l'heure du match!!!","Feb 23, 2023",1.6
822,blood bowl iii,PC,RedGallus,User,"Early beta at best. Srsly, competition management are not working. Competition registration are impossible (you 1200 competitions, 99% of which you can't register and can't filter them by any attribute). They have no solo-mod campaign (which was featured in BB2) and absolutely terrible ui.","Mar 21, 2023",3
823,cactus cowboy plants at war,null,null,Critic,null,null,tbd
824,cactus cowboy plants at war,null,null,User,null,null,null
825,midnight is lost,null,null,Critic,null,null,tbd
826,midnight is lost,null,null,User,null,null,null
827,hidden paws mystery,null,null,Critic,null,null,tbd
828,hidden paws mystery,null,null,User,null,null,null
829,humanity demo version,null,null,Critic,null,null,tbd
830,humanity demo version,null,null,User,null,null,null
831,ship graveyard simulator,Xbox One,Movies Games and Tech,Critic,"Ship Graveyard Simulator is a fun and enjoyable simulation title. In theory it should be awful. However, in reality it is addictive and demands you keep playing. Break each ship, hire workers, and get rich.","Dec 7, 2022",53
832,ship graveyard simulator,null,null,User,null,null,null
833,planet cube edge,Nintendo Switch,Pure Nintendo,Critic,Planet Cube: Edge isn’t just another platformer; it’s pure delight for genre fans. The simple graphics belie an addictive romp through a challenging world. And don’t be fooled by the cute cuboid hero; this is a tough title that will appeal to anyone looking to keep busy for some time.,"Mar 20, 2023",90
834,planet cube edge,null,null,User,null,null,null
835,hobo tough life,PC,Games.cz,Critic,"The topic of homelessness is handled brilliantly in this sandbox survival game. It has a good story to tell, it has fun systems, it’s especially great for Czech players due to the familiar setting. The graphics could be better, sure, but overall, this is a very good, original game.","Apr 19, 2021",80
836,hobo tough life,null,null,User,null,null,null
837,frog hop,Xbox One,TheXboxHub,Critic,"Frog Hop is the equivalent of that TV series that only gets good in the second season. You have to show patience, persisting through some rocky levels and understanding what the overall vision is.","Feb 26, 2023",70
838,frog hop,null,null,User,null,null,null
839,pizza connection 3,PC,GameStar,Critic,"An old school business simulation with a lot of comic-like flair and lots of planning, optimizing and expanding. Could use more variety.","Apr 2, 2018",55
840,pizza connection 3,null,null,User,null,null,3.3
841,pizza connection 3,null,null,User,null,null,null
842,horizon call of the mountain,PlayStation 5,Telegraph,Critic,"Each new locale is seemingly more rich and detailed than the last, and I regularly felt compelled to stop looking for the next path forward and instead just take in the magical realism of my surroundings.","Feb 15, 2023",79
843,horizon call of the mountain,PlayStation 5,4Players.de,Critic,"The arena battles get monotonous after a while, but the thrilling climbs through the best VR settings yet make Horizon Call of the Mountain a must-have for PSVR2.","Feb 15, 2023",82
844,horizon call of the mountain,PlayStation 5,maniac_taniac,User,[SPOILER ALERT: This review contains spoilers.],"Dec 5, 2023",7.2
845,horizon call of the mountain,PlayStation 5,HeroBladedge,User,"Amazing game,had great fun playing it.","Oct 22, 2023",10
846,dyschronia chronos alternate episode i,PlayStation 5,Video Chums,Critic,DYSCHRONIA: Chronos Alternate is a mostly fun investigative VR adventure that sets the stage for hopefully more games in the genre. Physically standing inside a crime scene and finding clues is surprisingly thrilling but I just wish it had a more interesting world to explore.,"Mar 24, 2023",57
847,dyschronia chronos alternate episode i,null,null,User,null,null,null
848,altair breaker,PlayStation 5,PLAY,Critic,"Altair Breaker’s replay value
leans heavily on weapons looted
from chests and the joy of seeing
numbers go up, but these things
can’t take the weight, and so the
game falls with great force onto its
blankly staring face. It’s not
bad, but
it’s certainly not
good. If you want to
pretend to hit robots with a sword
and get some light upper body
exercise, then great, this
will do the job, but don’t
expect much more than
that. [Issue#26, p.87]","Apr 4, 2023",41
849,altair breaker,null,null,User,null,null,null
850,cities vr enhanced edition,Meta Quest,Screen Rant,Critic,"Cities: VR offers a new way to experience the beloved city-building sim, and, as one of the first games in the genre to come to VR, it is enjoyable despite its not-insubstantial drawbacks. The smaller scale, lower quality graphics, and clunky controls could be a sticking point for fans of Cities: Skylines. However, just like its PC and console counterpart, Cities: VR is easy to become immersed in for hours and does contain many of the same tools and features, which is itself a feat worthy of celebrating. Given VR is technically in its infancy, many of the games and experiences currently on offer can feel experimental or closer to a mobile gaming experience than one for PC or console. Cities: VR is undoubtedly one of the stronger VR games to be released so far, and with a few post-launch patches, it has the potential to be one of the best games currently available for Quest 2.","Dec 17, 2023",71
851,cities vr enhanced edition,null,null,User,null,null,null
852,vacation simulator,PC,Windows Central,Critic,Everything you remember and love about Job Simulator and Rick and Morty: Virtual Rickality with a massive host of new puzzles and experiences.,"Apr 10, 2019",77
853,vacation simulator,PC,Road to VR,Critic,"On the surface level. Vacation Simulator is a seemingly familiar dive back into the whimsical world of Job Simulator, although this time around the studio has added a fair bit of structure and story to the game that really gives the vacation-focused sequel some much needed legs. Since you're given a wide swath of activities and only a few requirements to complete them, you're basically left to your own devices to have the most fun you want to have. In the end, it wasn't as relaxing as a vacation, but I certainly came out the other end with a smile on my face and enough reason to go back in after finishing the main story line.","Apr 8, 2019",88
854,vacation simulator,PC,Light-DelaBlue,User,its fun!,"Oct 25, 2023",6.5
855,vacation simulator,PC,tjcrochet,User,"I mean its a fun vr experience. Its not the pinical of vr, but its still a long enjoyable experience non the less.","Jul 6, 2020",8
856,remoteness,Xbox Series X,TheXboxHub,Critic,"Remoteness is in need of some patching and only then may it well be interesting enough to look at it. The gameplay is all over the place, the asthma mechanic not needed, yet there could well be an intriguing game hiding away underneath it all.","Mar 5, 2023",40
857,remoteness,null,null,User,null,null,null
858,demeo,PlayStation 5,GamingTrend,Critic,"Demeo is a fantastic dungeon-crawler, and a perfect addition to the PSVR2 library. Demonstrating a visual clarity not seen on any other platform, the PlayStation VR2 version is the best possible platform. This is an easy recommendation and a must-have for any PSVR2 owner.","Feb 20, 2023",80
859,demeo,null,null,User,null,null,null
860,pistol whip,PC,UploadVR,Critic,"Pistol Whip’s multiple difficulties and modifiers like Deadeye and Dual-wield add depth to a game that’s more addictive and satisfying than Beat Saber. This is neither fully a shooter nor completely a rhythm game yet it ticks off both boxes and does so exceptionally quickly in a stylish package. The 10 launch songs, all in the same general musical style, are a bit limiting. Pistol Whip, though, is already the game that brings me back to my VR headset again and again, and I expect that to be the case for months to come. I’ll be in the group waiting for more official scenes to arrive, trying to finish a few more songs in Deadeye mode on hard, showing the game to others and hoping someone figures out how to add custom maps and songs.","Nov 6, 2019",83
861,pistol whip,PC,4Players.de,Critic,Beat Saber meets John Wick: Intense music action in VR with rather typical shortcomings in terms of modes and content.,"Nov 7, 2019",83
862,pistol whip,PC,Oshyer,User,"It's John Wick: The Musical, staring YOU.","Oct 21, 2023",7.5
863,pistol whip,PC,zkawai,User,"Awesome game, it's like beat saber if you like guns, and you can do pretty awesome stuff from the get go,(Though I do recommend going hardcore for actual learning instead of just feeling like a badass all the time... But if that's your jam, the game also let's ya customize to your heart's content.) and it has a really stylish look with a very good and rather fitting soundtrack to boot. Just left me wishing for more! But the devs are always updating, and there's already more on the horizon,so...

TL/DR  10/10, money well spent.","Aug 5, 2020",10
864,rez infinite,PlayStation 4,PlayStation Country,Critic,Rez Infinite improves on perfection. The best reason to own a PlayStation VR headset.,"Oct 25, 2016",89
865,rez infinite,PlayStation 4,InsideGamer.nl,Critic,"Rez: Infinite is already awesome, but the VR experience makes it so much better. Without any distractions you can see, hear and feel Rez Infinite. Amazing.","Oct 23, 2016",90
866,rez infinite,PlayStation 4,metabenz,User,"Rez (Area x) is one of the most immersive vr experiences you will ever have. This is a must buy. Even if this is not your kind of game you would normally go for, try it, it's amazing.","Apr 30, 2017",7.4
867,rez infinite,PlayStation 4,SamReynolds,User,"What can be said about this game that hasn't already been said? While most people tend to focus on Area X as being the main draw, as someone who has loved REZ from the very first Dreamcast release (something I actually went to the trouble of importing in the states because the US version was a no-show)  The title is the complete package in so many ways. Firstly, it's a much. Hire fidelity experience than the HD re-release that came out for the Xbox 360 and PlayStation 3 a few years back, it supports PS4 Pro,  it features unique vibrations support that amplifies the tactility of the musical side of things, and of course it is the most content complete and the most rewarding PlayStation VR experience out there.  Some people balked at the 29.99 price point,  but you would be doing yourself a disservice not to pick up this game. Rez Infinite is THE reason to own a PlayStation VR, and as it stands it is worth every penny.","Jan 1, 2017",10
868,the tale of onogoro,null,null,Critic,null,null,tbd
869,the tale of onogoro,null,null,User,null,null,null
870,puzzling places,PlayStation 5,PlayStation Universe,Critic,"Puzzling Places unexpectedly evokes that early childhood memory of connecting my first two Lego pieces together, not least because it deftly leverages the haptic feedback capabilities of the PSVR2 to replicate that sensation from those halcyon days many years on. Wholesome, relaxing and never anything less than totally satisfying whenever I need a break from the world, Puzzling Places is puzzle solving zen distilled into its finest form on PSVR2 that everybody can play.","Mar 8, 2023",78
871,puzzling places,PlayStation 5,GamingTrend,Critic,"Puzzling Places delivers a delightful and mindful experience that can induce a state of flow. Sometimes, the game feels downright frustrating if you get stuck and need help to make progress. But that is part of the challenge; the beauty and pain of jigsaw puzzles. This game can keep you amused and engaged for as long as you have puzzles to solve. It is the perfect game after a long workday when you want to relax and have a pleasant time. An ideal fit for the PS VR2, Puzzling Places is a must-have for any jigsaw puzzle fans.","Apr 30, 2023",80
872,puzzling places,PlayStation 5,ShaunySlow,User,"Super chill , relaxing VR experience. A must have for VR players of all ages.","Apr 20, 2023",7.8
873,puzzling places,PlayStation 5,ChronoSee,User,"I don't even like puzzles... But THIS IS FUN! Great way to get some relaxing and enjoyable time when you need to take a break from motion-sickness educing titles. Sound effects, graphics and creative ways the puzzles are cut, makes for a great time when you want to kick back and relax.","Feb 23, 2023",8
874,pavlov,PlayStation 5,GamingTrend,Critic,"It’s definitely better with friends, but Pavlov VR is an absolute showcase for what an FPS should be in VR. It runs tremendously, it has an awesome amount of content to play, and it’s just fun to play. This one should be in your PSVR2 library right now.","Mar 14, 2023",90
875,pavlov,PlayStation 5,Push Square,Critic,"Pavlov VR is a must-have among Sony’s current roster of PSVR2 launch titles. With a variety of modes to try, and impressive gun mechanics to mess around with, it proves what’s possible when you get VR controls right. And with a killer mode in TTT, the Pavlov experience is elevated to hysterical levels as you lie and manipulate your way to victory. This is the gun-toting VR Among Us experience we've been waiting for.","Mar 2, 2023",80
876,pavlov,PlayStation 5,Zir0,User,"Pavlov is one of the greatest if not the best first person shooter I’ve ever played, I heard about this game a few years ago, I recently got a vr and bough Pavlov and since then I’ve had so much, whether it’s TDM, TTT, or other modes, but I play TTT, if you can find a lobby with friendly people it’s brilliant, you can mess around by singing or even play Russian roulette, if you have or thinking of owning a VR get pavlov it’s an amazing game","Nov 28, 2023",7.0
877,pavlov,PlayStation 5,Kettelord,User,"What you’ve done is awesome guys!
Didn’t aspect that something like this is possible!

This workes very well! Thank you!","Mar 1, 2023",10
878,the last clockwinder,PlayStation 5,Gaming Nexus,Critic,"The Last Clockwinder is a must-play for VR owners – full stop. Even beyond VR, it simply doesn’t get much better than this. If you’re like me, and are experiencing a new reality for the first time, this is a fantastic gateway game that I can’t say enough great things about. A few minor technical hiccups are present, but that’s borderline nitpicking at this near-perfect package.","Feb 27, 2023",83
879,the last clockwinder,null,null,User,null,null,7.2
880,the last clockwinder,null,null,User,null,null,null
881,job simulator,PlayStation 4,Stevivor,Critic,Job Simulator has been one of the best and most lasting experiences with the PSVR.,"Oct 23, 2016",71
882,job simulator,PlayStation 4,Destructoid,Critic,"While Job Simulator may not be my personal favorite virtual reality game, it is one of the easier titles to recommend given its intuitive design, effective comedy stylings, and broad appeal.","Oct 17, 2016",75
883,job simulator,PlayStation 4,EmirKhorasani,User,"This sandbox is amazing. There's so much to do. There's so much fun to be had. Take the time to enjoy the world created, scour every desk drawer and every crevasse, and you will enjoy this game so thoroughly you'll be left wanting more.","Mar 3, 2017",7.6
884,job simulator,PlayStation 4,Robin-kunYT,User,I just LOVE Job Simulator but it's pretty short game. I purchased it in sale for 15$ but i would say that for 20$ it's kinda overpriced because there's only 4 jobs and you will complete it in like 3 hours. But still a great game.,"Apr 9, 2023",9
885,drums rock,PlayStation 5,PSX Brasil,Critic,"Drums Rock is a great rhythm game on the PS VR2. It’s quite challenging, but rewarding and fun. The only problem is that there are few songs.","Apr 3, 2023",73
886,drums rock,PlayStation 5,Meristation,Critic,"Between Rock Band and Beat Saber, Drums Rock is a highly recommended music game for VR. Its only drawback is the game’s playlist (short and all covers).","Apr 17, 2023",75
887,drums rock,PlayStation 5,Rhapsor,User,I love the game! Mechanics that work very well with a personal aesthetic that reminds of guitar hero. A nice tribute to rock and above all one of the best games I've ever played in VR!!!,"Mar 1, 2023",8.3
888,drums rock,PlayStation 5,xuminorris,User,"As far as VR games are concerned, Drums rock has no competition at the moment. It is an easy to learn but hard to master, addictive experience . Tons of fun, and executed brilliantly. I especially like the vocals in 'They are calling me'!","Feb 27, 2023",10
889,moss,PlayStation 4,GameGrin,Critic,"While Moss is a short adventure, it's one filled with awe and wonder. The storytelling is superb with brilliant writing and a great atmosphere. The gameplay while basic is so much fun that you will never want to stop playing this game. If you have a PlayStation VR you need to pick up this game, Moss is a masterpiece that is going to go down in the history books for the first game of this genre to work and play well in VR.","Mar 25, 2018",85
890,moss,PlayStation 4,Digital Trends,Critic,"Moss bridges the gap between traditional games and virtual reality experiences. It’s an adventure game brimming with charm, crafty puzzles, and a fully realized fairy tale world that makes you feel as if you are really there. Moss is proof that virtual reality games can redefine well-known genres.","Feb 25, 2018",90
891,moss,PlayStation 4,arturo2022,User,"Fantastic video game! Super fun as exciting and, above all, fascinating.
Kudos to the developers for hunting this pearl in an increasingly barren market. Well done!","Feb 9, 2023",8.1
892,moss,PlayStation 4,Shenandoah,User,"This is a masterpiece for VR. The visuals, the gameplay, the story and also the soundtrack is just beautiful. You will get an extremely polished experience at all. Moss is absolutely a must-have for every PSVR owner.","Dec 16, 2020",10
893,star wars tales from the galaxys edge enhanced,PlayStation 5,GamingTrend,Critic,"Star Wars: Tales from the Galaxy’s Edge takes full advantage of Sony’s PlayStation VR2, breathing new life into the game with updated visuals, awesome haptic feedback, and a story worth remembering.","Feb 15, 2023",73
894,star wars tales from the galaxys edge enhanced,PlayStation 5,GAMES.CH,Critic,"While the story campaign starts quite interesting, it quickly looses a lot of momentum due to lots of boring standard quests, way too many battles which aren’t challenging at all and a general lack of surprises. On the other hand the dungeons and boss battles are fun, the upgrade system is full of possibilities, cross platform progression works well and playing through the campaign at an acceptable speed is totally possible without any micro transactions. The latter however become much more relevant in arena mode.","Apr 8, 2023",77
895,star wars tales from the galaxys edge enhanced,PlayStation 5,Hamst88,User,"I never played this on the quest so was my first time on PSVR2 and I really loved it - had great fun blasting my way through the story in a Star Wars universe. 
Not sure why the negativity from some but there’s loads of side missions / challenges and the graphics are very good if not drop dead amazing. If you just want some Star Wars fun and not the world’s deepest game then this is for you!","Oct 15, 2023",6.7
896,star wars tales from the galaxys edge enhanced,PlayStation 5,Asher_Y,User,You can feel some Star wars magic but still not enough. Controls are fine and shooting is nice but some exploration details could have been more accurate. It's a nice VR experience for PSVR2 owners.,"Apr 10, 2023",8
897,the light brigade,PlayStation 5,The Games Machine,Critic,"The Light Brigade is undoubtedly one of the best exponents of the roguelite genre on PS5, a challenging game that returns a great deal of satisfaction thanks to a credible and satisfying gunplay. The sense of progression and atmosphere do the rest, packing a must-play title for all SONY headset owners.","Mar 20, 2023",79
898,the light brigade,PlayStation 5,Games.cz,Critic,"The Light Brigade is a brilliant shooter that should pique the interest of every VR enthusiast. It’s pretty long, complex, adequately priced, it boasts a great physics system and weapon mechanics. It’s not exactly beautiful, however, and its prolonged loading times can be annoying.","Apr 16, 2023",80
899,the light brigade,PlayStation 5,fwejio4kl,User,"Title: **A Refreshing, Engaging VR Experience**

Score: **9/10**

""Light Brigade"" is a game that truly shines in the realm of VR. After spending over 50 hours immersed in its compelling world and conquering the final boss on the highest difficulty level, I can confidently say that this title is well worth your time.

The game's ambiance stands out, enveloping players in a world that is both thrilling and beautifully rendered. Every class offers its unique advantages, adding depth and diversity to the gameplay experience. The controls are responsive, ensuring an effortless and enjoyable interaction with the virtual world.

One of the standout features of the game is its replayability. The pursuit of leveling up all the classes keeps you coming back, making every new run feel fresh and challenging.

However, the game is not without its shortcomings. Despite playing at the highest difficulty, I found that it was too easy to stay covered and use the magic wand to eliminate enemies from a safe distance. I would have appreciated a more aggressive AI that could actively seek to flush me out from cover.

Another minor issue is with the game's economy. In the daily runs, I often found gold keys with no apparent use. Similarly, after leveling up sufficiently, I ended up accumulating a surplus of coins with no way to spend them. It would be great to see more avenues to utilize these resources in future updates or iterations of the game.

Despite these minor flaws, ""Light Brigade"" is an exceptional VR experience that I highly recommend. Its engaging gameplay, unique class system, and impressive ambiance make it a standout title in the PSVR2 lineup.","May 21, 2023",7.5
900,the light brigade,PlayStation 5,ClayLamm,User,"I am enjoying it. Pleasant surprise out of the launch titles. It has a solid weight to the gameplay, I like all the different classes too, and how they unlock, but the gameplay feels solid and has a nice, if you get lazy, you will die territory difficulty.","Feb 27, 2023",8
901,nfl pro era,null,null,Critic,null,null,tbd
902,nfl pro era,null,null,User,null,null,null
903,jurassic world aftermath collection,Nintendo Switch,Gaming Age,Critic,"I’d go as far as saying that Bailey pretty much single-handedly makes Jurassic World Aftermath Collection a worthwhile experience. Without her, this is a decent (if a little slow-moving) stealth game. With her literally guiding you through the ruins of the infamous theme park, the whole thing becomes worth your time and money.","Jan 4, 2023",62
904,jurassic world aftermath collection,null,null,User,null,null,null
905,runner 2,PlayStation 5,Video Chums,Critic,"RUNNER is my favourite PSVR2 game so far thanks to its intense action-packed arcade-like gameplay, incredible amount of variety, and '80s presentation complete with a banging soundtrack and over-the-top explosions. In my opinion, that's what video games are all about.","Apr 5, 2023",83
906,runner 2,null,null,User,null,null,null
907,resident evil village vr mode,null,null,Critic,null,null,tbd
908,resident evil village vr mode,null,null,User,null,null,null
909,song in the smoke rekindled,PlayStation 5,PlayStation Universe,Critic,"Though the somewhat ho-hum resource management and survival mechanics are a little shop-worn at this point, Song in the Smoke: Rekindled nonetheless soars as the best survival adventure on PSVR2, thanks in no small part to its evocative world, endlessly clever procedural design and stunning improvements made possible by Sony's latest lump of VR tech. If you missed Song in the Smoke the first time round, this is your chance to right that mistake definitively.","Mar 4, 2023",73
910,song in the smoke rekindled,null,null,User,null,null,null
911,townsmen vr,PlayStation 5,Gaming Nexus,Critic,"Townsmen VR takes classic city-building mechanics and aptly converts them to the VR space, resulting in a well-made and delightful VR RTS/city-builder experience. Well designed interactions and smooth VR features make for a very fun and satisfying experience. Newcomers to the format might want to check this out just to see a different take on what VR can do well. An extremely entertaining, well-made delight that will eat hours off of your afternoon.","Feb 26, 2023",76
912,townsmen vr,null,null,User,null,null,null
913,omoide kakaete ai ni koi,null,null,Critic,null,null,tbd
914,omoide kakaete ai ni koi,null,null,User,null,null,null
915,fantavision 202x,PlayStation 5,Eurogamer Germany,Critic,"A nice re-release of the PS2 original with slightly improved graphics
and PSVR2 support, but without new content it doesn't quite live up to
its potential.","Mar 29, 2023",64
916,fantavision 202x,null,null,User,null,null,null
917,kayak vr mirage,PlayStation 5,PlayStation Universe,Critic,"With its relaxed nautical paddling beats, accurate kayak physics
and photorealistic locations, Kayak VR: Mirage is my go-to PSVR2 game
after a particularly stressful day or as a palette cleanser after
playing more intense PSVR2 titles. Though its content offering could be
broader, the simple fact remains that Kayak VR: Mirage effortlessly
commends itself as one of the highlights of the PSVR2 launch line-up and
is a VR experience that everybody should play.","Feb 15, 2023",73
918,kayak vr mirage,PlayStation 5,MeuPlayStation,Critic,"Kayak VR: Mirage is beautiful. A visually stunning experience that showcases how immersive the PlayStation VR2 can be. It's so good that the only issue is that it's too short. And also the competitive gameplay is really tough to master, but the free roam around the scenarios is one of the best virtual reality contents that are available right now.","Mar 14, 2023",75
