Date,Title,Author,Game Title,Comment Count,Link
"Aug 22, 2023",,Taylor Lyles,GameDustborn,32,https://www.ign.com/articles/quantic-dream-announces-dustborn-at-gamescom-opening-night-live
"Aug 22, 2023",,Logan Plant,GameThank Goodness You're Here!,7,https://www.ign.com/articles/thank-goodness-youre-here-is-a-new-game-by-publisher-behind-untitled-goose-game
"Aug 22, 2023",,Bo Moore,GameAlan Wake 2,19,https://www.ign.com/articles/alan-wake-2-gamescom-opening-night-live-2023-trailer
"Aug 22, 2023",,Wesley Yin-Poole,GameDiablo 4,81,https://www.ign.com/articles/diablo-4-season-2-called-season-of-blood-adds-vampire-hunter-companion
"Aug 22, 2023",,Logan Plant,GameMortal Kombat 1,65,https://www.ign.com/articles/mortal-kombat-1-gamescom-opening-night-live-new-character-reveal
"Aug 22, 2023",,Logan Plant,GameCyberpunk 2077,306,https://www.ign.com/articles/cyberpunk-2077-20-is-coming-to-the-base-game-alongside-phantom-liberty
"Aug 22, 2023",,Taylor Lyles,GameExpeditions: A Mudrunner Game,8,https://www.ign.com/articles/expeditions-a-mudrunner-game-is-a-driving-sim-game-where-you-off-road-to-your-hearts-content
"Aug 22, 2023",,Bo Moore,GameSonic Frontiers,6,https://www.ign.com/articles/sonic-frontiers-the-final-horizon-update-coming-this-year
"Aug 22, 2023",,Wesley Yin-Poole,GameSonic Superstars,15,https://www.ign.com/articles/sonic-superstars-release-date-confirmed
"Aug 22, 2023",,Taylor Lyles,GameGranblue Fantasy: Relink,9,https://www.ign.com/articles/granblue-fantasy-relink-gets-february-release-date
"Aug 22, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,151,https://www.ign.com/articles/call-of-duty-modern-warfare-3-gameplay-trailer-gamescom-2023
"Aug 22, 2023",,Bo Moore,GameTekken 8,9,https://www.ign.com/articles/tekken-8-release-date-revealed-at-gamescom-opening-night-live
"Aug 22, 2023",,Taylor Lyles,GameAssassin's Creed Mirage,7,https://www.ign.com/articles/assassins-creed-mirage-gamescom-opening-night-live-2023-trailer
"Aug 22, 2023",,Alex Stedman,MovieRebel Moon Part 1,196,https://www.ign.com/articles/rebel-moon-zack-snyder-gamescom-opening-night-live-2023
"Aug 22, 2023",,Adam Bankhurst,GameAlan Wake 2,130,https://www.ign.com/articles/gamescom-opening-night-live-2023-everything-announced
"Aug 22, 2023",,Wesley Yin-Poole,GameBulletstorm VR,10,https://www.ign.com/articles/bulletstorm-vr-gamescom-opening-night-live-trailer-confirms-release-date
"Aug 22, 2023",,Taylor Lyles,GameEndzone: A World Apart,0,https://www.ign.com/articles/endzone-2-officially-announced-at-gamescom-opening-night-live
"Aug 22, 2023",,Kazuma Hashimoto,GameBaldur's Gate III,29,https://www.ign.com/articles/the-most-rewarding-romances-in-baldurs-gate-3
"Aug 22, 2023",,Cristina Alexander,GameMortal Kombat 1,17,https://www.ign.com/articles/mortal-kombat-1-fatalities-can-be-narrated-with-inclusive-and-very-gory-accessibility-option
"Aug 22, 2023",,Anthony Wood,GameCult of the Lamb,0,https://www.ign.com/articles/cult-of-the-lamb-gets-a-free-update-that-adds-a-dont-starve-together-crossover-and-survival-mode
"Aug 22, 2023",,Matt Purslow,GameHellboy Web of Wyrd,12,https://www.ign.com/articles/hellboy-web-of-wyrd-the-first-preview-gamescom-2023
"Aug 22, 2023",,Taylor Lyles,GameFortnite,13,https://www.ign.com/articles/fortnite-dlss-3-support-announced
"Aug 22, 2023",,Wesley Yin-Poole,GameMGS: Master Collection Vol. 1,172,https://www.ign.com/articles/konami-confirms-metal-gear-solid-master-collection-vol-1-resolution-and-framerate
"Aug 21, 2023",,Wesley Yin-Poole,TechPolicy,596,https://www.ign.com/articles/microsoft-submits-new-activision-blizzard-deal-for-review-after-cma-confirms-original-deal-block
"Aug 21, 2023",,Luke Reilly,GameImmortals of Aveum,281,https://www.ign.com/articles/immortals-of-aveum-review
"Aug 21, 2023",,Kat Bailey,GameMGS: Master Collection Vol. 1,190,https://www.ign.com/articles/metal-gear-solid-master-collection-content-warning
"Aug 21, 2023",,Null,GameImmortals Fenyx Rising,100,https://www.ign.com/articles/canceled-immortals-fenyx-rising-sequel-wind-waker-elden-ring
"Aug 21, 2023",,Kat Bailey,GameSonic Superstars,9,https://www.ign.com/articles/see-an-iconic-sonic-statue-from-london-gamescom
"Aug 21, 2023",,Taylor Lyles,GameMGS: Master Collection Vol. 1,22,https://www.ign.com/articles/metal-gear-solid-master-collection-vol-1-ps4-version-announced
"Aug 21, 2023",,Cristina Alexander,GameDiablo 4,214,https://www.ign.com/articles/remnant-2-takes-down-diablo-4-to-become-july-2023s-best-selling-game-in-the-us
"Aug 21, 2023",,Matt Fowler,MovieBatman Begins,154,https://www.ign.com/articles/best-liam-neeson-movies-ranked
"Aug 21, 2023",,Mitchell Saltzman,GameLords of the Fallen,10,https://www.ign.com/articles/lords-of-the-fallen-8-combat-tips-from-the-developers-ign-first
"Aug 21, 2023",,IGN Staff,GameApe Escape,775,https://www.ign.com/articles/best-ps1-games-playstation
"Aug 21, 2023",,George Yang,GameGhostrunner 2,19,https://www.ign.com/articles/ghostrunner-2-release-date-officially-revealed-after-leak
"Aug 21, 2023",,Adam Bankhurst,GameBaldur's Gate III,45,https://www.ign.com/articles/a-baldurs-gate-3-dark-urge-player-killed-nearly-every-act-1-npc-and-stored-them-in-one-house
"Aug 21, 2023",,Destin Legarie,GameMGS: Master Collection Vol. 1,311,https://www.ign.com/articles/metal-gear-solid-master-collection-vol-1-preview-first-impressions
"Aug 20, 2023",,Adam Bankhurst,GameNHL 24,20,https://www.ign.com/articles/nhl-24-gets-a-release-date-cover-athlete-and-its-official-reveal
"Aug 20, 2023",,Adam Bankhurst,GameCall of Duty: Cold War,52,https://www.ign.com/articles/call-of-duty-dev-david-vonderhaar-to-leave-treyarch-after-18-years-and-8-games
"Aug 20, 2023",,Adam Bankhurst,GameOverwatch 2,163,https://www.ign.com/articles/overwatch-2-director-responds-to-steam-review-bombing
"Aug 20, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/cheapest-deals-on-cod-modern-warfare-3-starfield-mortal-kombat-1-and-more-au-deals
"Aug 18, 2023",,Leana Hafer,GameBaldur's Gate III,25,https://www.ign.com/articles/baldurs-gate-3-review
"Aug 18, 2023",,Kat Bailey,GameMortal Kombat 1,15,https://www.ign.com/articles/mortal-kombat-1-pre-order-beta-johnny-cage-ps5-xbox
"Aug 18, 2023",,Charlie Wacholz,GameCall of Duty: Modern Warfare II,166,https://www.ign.com/articles/call-of-duty-modern-warfare-iii-reverses-course-on-mwii
"Aug 18, 2023",,Travis Northup,GameDestiny 2,5,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-august-18-22
"Aug 18, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,33,https://www.ign.com/articles/tech-experts-explain-why-your-pc-may-struggle-with-baldurs-gate-3-act-3
"Aug 18, 2023",,Rudie Obias,GameBloons TD 6,11,https://www.ign.com/articles/most-popular-android-games
"Aug 18, 2023",,George Yang,GameLike a Dragon Gaiden,4,https://www.ign.com/articles/like-a-dragon-gaiden-includes-a-special-trial-version-of-like-a-dragon-infinite-wealth
"Aug 18, 2023",,Mat Jones,Game50 Cent: Blood on the Sand,2,https://www.ign.com/articles/ign-uk-podcast-710-goodbye-xbox-360
"Aug 18, 2023",,Adam Bankhurst,GamePokemon Red,6,https://www.ign.com/articles/see-how-the-chicago-bulls-used-an-amazing-game-boy-pokemon-tribute-to-announce-their-schedule
"Aug 18, 2023",,Ryan McCaffrey,GameDelta Force: Hawk Ops,62,https://www.ign.com/articles/delta-force-return-teased-full-reveal-at-gamescom-opening-night-live
"Aug 18, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,155,https://www.ign.com/articles/if-baldurs-gate-3s-laezel-were-male-fans-would-be-more-forgiving-dragon-age-co-creator-says
"Aug 18, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,61,https://www.ign.com/articles/call-of-duty-modern-warfare-3-dev-explains-how-open-combat-missions-actually-work
"Aug 18, 2023",,Ryan Leston,GameSlime Rancher,0,https://www.ign.com/articles/slime-rancher-movie-in-the-works
"Aug 17, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/secure-phantom-liberty-with-a-cyberpunk-lowest-ever-cut-price-aaas-and-more-au-deals
"Aug 17, 2023",,Kat Bailey,GameCall of Duty: Modern Warfare III,220,https://www.ign.com/articles/call-of-duty-modern-warfare-3-reveals-open-world-zombies-mode
"Aug 17, 2023",,Alex Stedman,GameBaldur's Gate III,0,https://www.ign.com/articles/baldurs-gate-3-redeploys-latest-hotfix-is-changing-the-way-it-rolls-out-patches
"Aug 17, 2023",,Taylor Lyles,GameRed Dead Redemption,167,https://www.ign.com/articles/red-dead-redemption-ps4-port-up-to-4k-resolution-1080p-on-switch
"Aug 17, 2023",,Wesley Yin-Poole,GameAlan Wake 2,271,https://www.ign.com/articles/alan-wake-2-delayed-10-days-to-avoid-clashing-with-octobers-big-releases
"Aug 17, 2023",,Ryan McCaffrey,GameThe Walking Dead: Destinies,64,https://www.ign.com/articles/the-walking-dead-destinies-announced-for-pc-and-consoles
"Aug 17, 2023",,Travis Northup,GameTintin: Cigars of the Pharaoh,13,https://www.ign.com/articles/tintin-returns-in-his-most-faithful-adaptation-yet-tintin-reporter-cigars-of-the-pharaoh-hands-on
"Aug 17, 2023",,Wesley Yin-Poole,GameGTA 5,79,https://www.ign.com/articles/creator-of-ai-powered-gta-5-story-mode-mod-unlikely-to-fight-back-against-take-two-after-shutdown
"Aug 17, 2023",,Travis Northup,GameBlasphemous 2,83,https://www.ign.com/articles/blasphemous-2-review
"Aug 17, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,25,https://www.ign.com/articles/baldurs-gate-3-mods-add-wasd-controls-and-camera-tweaks-for-that-mmo-look-and-feel
"Aug 17, 2023",,Wesley Yin-Poole,GameHyenas,6,https://www.ign.com/articles/sega-admits-creative-assemblys-hyenas-is-a-challenging-title-striving-to-improve-quality
"Aug 17, 2023",,Wesley Yin-Poole,GameLord of the Rings,2,https://www.ign.com/articles/lord-of-the-rings-ip-well-ahead-of-business-plan-embracer-says
"Aug 16, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/monster-hunter-rise-lowered-stellar-starfield-sales-armored-core-scores-and-more-au-deals
"Aug 16, 2023",,Anthony Wood,GameBaldur's Gate III,225,https://www.ign.com/articles/baldurs-gate-3-ps5-preload-and-early-access-details-announced
"Aug 16, 2023",,IGN Global Studios,GameFortnite,4,https://www.ign.com/articles/shell-ultimate-road-trips-brings-you-to-a-new-fortnite-creative-map
"Aug 16, 2023",,Ryan Dinsdale,TV ShowStar Wars Rebels,19,https://www.ign.com/articles/star-wars-animation-department-unaffected-by-lucasfilm-lay-offs
"Aug 16, 2023",,Mitchell Saltzman,GameLords of the Fallen,35,https://www.ign.com/articles/meet-the-enemies-of-lords-of-the-fallen
"Aug 16, 2023",,Brian Barnett,GameDeceit 2,2,https://www.ign.com/articles/deceit-2-hands-on-preview-mixing-social-deception-with-eldritch-monstrosities
"Aug 16, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,100,https://www.ign.com/articles/call-of-duty-modern-warfare-3-the-first-modern-warfare-to-have-zombies-includes-classic-mw2-maps
"Aug 16, 2023",,Anthony Wood,GameDestiny 2,31,https://www.ign.com/articles/destiny-2-director-promises-significant-changes-while-addressing-state-of-the-game-reaction
"Aug 16, 2023",,Jarrett Green,GameWrestleQuest,68,https://www.ign.com/articles/wrestlequest-review
"Aug 16, 2023",,Ryan Dinsdale,GameFinal Fantasy VII,35,https://www.ign.com/articles/british-military-band-performance-features-final-fantasy-7s-anti-military-opening-song
"Aug 16, 2023",,Wesley Yin-Poole,GameDeathloop,124,https://www.ign.com/articles/playstation-plus-extra-loses-8-games-in-september
"Aug 16, 2023",,Ryan Dinsdale,MovieBlue Beetle,18,https://www.ign.com/articles/blue-beetles-fight-scenes-took-inspiration-from-injustice-2
"Aug 16, 2023",,Jon Bolding,GameShadow Gambit: The Cursed Crew,50,https://www.ign.com/articles/shadow-gambit-the-cursed-crew-review
"Aug 16, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,44,https://www.ign.com/articles/baldurs-gate-3-speedrunners-are-now-rushing-to-have-sex
"Aug 16, 2023",,Wesley Yin-Poole,GameExoprimal,13,https://www.ign.com/articles/exoprimals-first-big-update-adds-10-new-exosuits
"Aug 16, 2023",,Wesley Yin-Poole,GameDC Universe Online,24,https://www.ign.com/articles/dc-universe-online-coming-to-ps5-and-xbox-series-x
"Aug 16, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,12,https://www.ign.com/articles/baldurs-gate-3-developer-outlines-current-roadmap-for-patches-and-hotfixes
"Aug 15, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/skywalker-saga-sabered-to-a-new-historical-low-heavily-discounted-deluxe-editions-and-more-au-deals
"Aug 15, 2023",,Jacqueline Thomas,GameBaldur's Gate III,22,https://www.ign.com/articles/baldurs-gate-3-pc-settings
"Aug 15, 2023",,Leana Hafer,GameBaldur's Gate III,22,https://www.ign.com/articles/baldurs-gate-3-review-in-progress
"Aug 15, 2023",,Ryan Dinsdale,GameBatman: Arkham Asylum,34,https://www.ign.com/articles/batman-arkham-trilogy-comes-to-nintendo-switch-in-october
"Aug 15, 2023",,Wesley Yin-Poole,GameDiablo 4,95,https://www.ign.com/articles/diablo-4-players-are-using-a-dungeon-nicknamed-dopamine-tunnels-to-gain-40-levels-in-2-hours
"Aug 15, 2023",,Ryan Dinsdale,GameFinal Fantasy CC Remastered,23,https://www.ign.com/articles/square-enix-will-release-another-final-fantasy-crystal-chronicles-one-day-producer-says
"Aug 15, 2023",,Wesley Yin-Poole,GameEverspace 2,608,https://www.ign.com/articles/heres-whats-coming-to-xbox-game-pass-up-to-the-launch-of-starfield
"Aug 15, 2023",,Jon Bolding,GameGord,104,https://www.ign.com/articles/gord-review
"Aug 15, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,29,https://www.ign.com/articles/modern-warfare-3-brings-back-call-of-dutys-classic-minimap
"Aug 15, 2023",,Ryan Dinsdale,GameSpider-Man 2,48,https://www.ign.com/articles/marvels-spider-man-2-accessibility-features-let-you-slow-down-gameplay
"Aug 15, 2023",,Wesley Yin-Poole,GameDiablo 4,44,https://www.ign.com/articles/blizzard-disables-diablo-4-trading-threatens-to-bans-players-who-used-gold-and-item-dupe-exploit
"Aug 15, 2023",,Ryan Dinsdale,GameFinal Fantasy XVI,293,https://www.ign.com/articles/final-fantasy-16-producer-naoki-yoshida-wishes-there-was-only-one-console
"Aug 14, 2023",,Rebekah Valentine,GameBaldur's Gate III,12,https://www.ign.com/articles/how-baldurs-gate-3-was-completed-in-just-ten-minutes-by-a-speedrunner
"Aug 14, 2023",,Logan Plant,GameGTA 5,102,https://www.ign.com/articles/sentient-streets-gta-5-mod-ai
"Aug 14, 2023",,Taylor Lyles,GameBaldur's Gate III,14,https://www.ign.com/articles/larian-cooking-ability-to-change-baldurs-gate-3-character-appearance-in-game
"Aug 14, 2023",,Ryan Dinsdale,GameAssassin's Creed Mirage,86,https://www.ign.com/articles/assassins-creed-mirage-launching-a-week-early
"Aug 14, 2023",,Ryan Dinsdale,GameCall of Duty: Black Ops 2,328,https://www.ign.com/articles/xbox-360-call-of-duty-resurgence-continues-as-classic-titles-top-uk-charts
"Aug 14, 2023",,Natalie Flores,GameFinal Fantasy XIV Online,40,https://www.ign.com/articles/how-final-fantasy-14-fans-are-looking-forward-to-the-next-10-years-starting-with-dawntrail
"Aug 14, 2023",,Chris Reed,GameMortal Kombat 1,152,https://www.ign.com/articles/mortal-kombat-1-release-date-collectors-edition-preorder-bonus
"Aug 14, 2023",,Wesley Yin-Poole,GameDiablo III,78,https://www.ign.com/articles/diablo-3-gets-wonderful-send-off-with-mode-players-have-requested-for-years
"Aug 14, 2023",,Chris Reed,GameMadden NFL 24,40,https://www.ign.com/articles/madden-nfl-24-release-date-preorder-bonus-special-editions
"Aug 14, 2023",,Ryan Dinsdale,GameGenshin Impact,100,https://www.ign.com/articles/genshin-impact-devs-were-left-crying-over-zelda-breath-of-the-wild-clone-accusations
"Aug 14, 2023",,Wesley Yin-Poole,GameMortal Kombat 1,14,https://www.ign.com/articles/mortal-kombat-1-brings-back-sektors-fan-favourite-fatality-with-predictably-gory-results
"Aug 14, 2023",,Travis Northup,GameThe Texas Chain Saw Massacre,328,https://www.ign.com/articles/the-texas-chain-saw-massacre-review
"Aug 14, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,64,https://www.ign.com/articles/baldurs-gate-3-owlbear-from-the-top-rope-deals-enough-damage-to-take-down-pretty-much-anything
"Aug 14, 2023",,Wesley Yin-Poole,GameOverwatch 2,135,https://www.ign.com/articles/overwatch-2-becomes-worst-user-reviewed-game-on-steam-ever-even-as-tens-of-thousands-turn-up-to-play
"Aug 13, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/historical-lows-on-starfield-ea-sports-fc-24-zelda-tears-of-the-kingdom-and-more-au-deals
"Aug 13, 2023",,George Yang,GameWrestleQuest,24,https://www.ign.com/articles/wrestlequest-was-delayed-at-the-last-minute-by-two-weeks-due-to-a-save-game-bug
"Aug 13, 2023",,Callum Williams,GameMetal Gear,36,https://www.ign.com/articles/metal-gear-solid-games-in-order
"Aug 12, 2023",,Zoë Hannah,GameAmong Us,24,https://www.ign.com/articles/best-ipad-games
"Aug 11, 2023",,Rebekah Valentine,GameCall of Duty: Modern Warfare 3,144,https://www.ign.com/articles/yes-call-of-duty-modern-warfare-3-is-coming-to-xbox-one-and-ps4
"Aug 11, 2023",,Alex Stedman,GameBorderlands,25,https://www.ign.com/articles/borderlands-4-actually-wasnt-confirmed-by-voice-actress-resume-despite-rumors
"Aug 11, 2023",,Taylor Lyles,GameAlone in the Dark,82,https://www.ign.com/articles/thq-nodic-digital-showcase-august-2023-everything-announced
"Aug 11, 2023",,Taylor Lyles,GameSouth Park: Snow Day,119,https://www.ign.com/articles/south-park-snow-day-3d-multiplayer-game-announced
"Aug 11, 2023",,Rebekah Valentine,GameBaldur's Gate III,99,https://www.ign.com/articles/baldurs-gate-3-studio-reveals-most-popular-player-character-classes-and-races
"Aug 11, 2023",,Ryan Dinsdale,GameWipEout,50,https://www.ign.com/articles/wipeout-fan-ports-classic-game-to-pc-tells-playstation-to-shut-it-down-and-make-a-real-remaster
"Aug 11, 2023",,Travis Northup,GameDestiny 2,0,https://www.ign.com/articles/destiny-2-where-is-xur-today-location-and-exotic-items-for-august-11-15
"Aug 11, 2023",,Simon Cardy,GameBaldur's Gate III,6,https://www.ign.com/articles/ign-uk-podcast-709-more-baldurs-gate-3-because-why-not
"Aug 11, 2023",,Wesley Yin-Poole,GameTekken 8,85,https://www.ign.com/articles/tekken-8-chief-harada-hits-out-at-silly-threats-of-violence-over-eddy-gordo
"Aug 11, 2023",,Wesley Yin-Poole,GameGTA 5,69,https://www.ign.com/articles/rockstar-officially-working-with-gta-roleplay-server-team-sparking-fresh-excitement-about-gta-6
"Aug 11, 2023",,Tristan Ogilvie,GameMoving Out 2,9,https://www.ign.com/articles/moving-out-2-review
"Aug 11, 2023",,Seth G. Macy,GamePlayStation 5,52,https://www.ign.com/articles/dualsense-49-deal-your-favorite-dualsense-colors-ranked
"Aug 11, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,17,https://www.ign.com/articles/baldurs-gate-3-should-you-turn-karmic-dice-on-or-off-think-of-it-like-a-friendly-dm-dev-says
"Aug 11, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,100,https://www.ign.com/articles/all-baldurs-gate-3-pc-improvements-and-fixes-will-make-it-into-the-ps5-version
"Aug 11, 2023",,Wesley Yin-Poole,GameOverwatch 2,190,https://www.ign.com/articles/overwatch-2-steam-launch-immediately-flooded-with-negative-reviews
"Aug 10, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/set-course-for-a-starfield-preorder-down-in-the-80s-quake-ii-returns-and-more-au-deals
"Aug 10, 2023",,Luke Reilly,GameAtomic Heart - Annihilation Instinct,49,https://www.ign.com/articles/atomic-heart-annihilation-instinct-review
"Aug 10, 2023",,Rebekah Valentine,GameBaldur's Gate III,4,https://www.ign.com/articles/baldurs-gate-3-players-thrilled-by-how-much-karlach-has-changed-since-early-access
"Aug 10, 2023",,Rebekah Valentine,GameBaldur's Gate III,62,https://www.ign.com/articles/psa-be-careful-when-you-long-rest-in-baldurs-gate-3
"Aug 10, 2023",,IGN Staff,GameDragon Ball FighterZ,272,https://www.ign.com/articles/the-10-best-fighting-games
"Aug 10, 2023",,Charlie Wacholz,GameQuake II [Remaster],104,https://www.ign.com/articles/quake-2-remaster-surprise-releases-on-xbox-game-pass-after-months-of-leaks
"Aug 10, 2023",,Wesley Yin-Poole,GameOverwatch 2,26,https://www.ign.com/articles/overwatch-2-has-now-moved-on-from-early-access-blizzard-says
"Aug 10, 2023",,Wesley Yin-Poole,GameOverwatch 2,52,https://www.ign.com/articles/overwatch-2-dev-team-calm-on-declining-player-engagement
"Aug 10, 2023",,Stella Chung,GameOverwatch 2,10,https://www.ign.com/articles/overwatch-2-invasion-story-missions-new-support-hero-illari-and-all-season-updates-explained
"Aug 10, 2023",,George Yang,GameDestiny 2,55,https://www.ign.com/articles/destiny-zavala-has-a-new-voice-actor-following-death-of-lance-reddick
"Aug 10, 2023",,Taylor Lyles,GameMetro 2033,168,https://www.ign.com/articles/dmitry-glukhovsky-metro-author-prison-sentence
"Aug 10, 2023",,Ryan Dinsdale,GameBaldur's Gate III,6,https://www.ign.com/articles/localisation-company-takes-blame-for-baldurs-gate-3s-missing-credits
"Aug 10, 2023",,Mitchell Saltzman,GameLords of the Fallen,165,https://www.ign.com/articles/lords-of-the-fallen-hands-on-preview
"Aug 10, 2023",,Wesley Yin-Poole,GameFC 24,6,https://www.ign.com/articles/ea-announces-fc-mobile-with-vini-jr-its-cover-star
"Aug 10, 2023",,Taylor Lyles,GameApex Legends,1,https://www.ign.com/articles/apex-legends-latest-update-includes-a-hilarious-hidden-message-for-dataminers
"Aug 10, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,42,https://www.ign.com/articles/baldurs-gate-3-players-were-doing-so-much-larian-had-to-issue-an-emergency-hotfix
"Aug 10, 2023",,Wesley Yin-Poole,GameGhostrunner 2,2,https://www.ign.com/articles/ghostrunner-2-closed-beta-sign-ups-kick-off
"Aug 10, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,8,https://www.ign.com/articles/call-of-duty-modern-warfare-3-trailer-sparks-no-russian-fan-theories
"Aug 9, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/tears-of-the-kingdom-standard-and-collectors-editions-get-chopped-a-huge-resi-bundle-and-more-au-deals
"Aug 9, 2023",,Taylor Lyles,TechDualSense Edge,23,https://www.ign.com/articles/8bitdo-retro-reciever-for-ps1-ps2
"Aug 9, 2023",,Gabriel Moss,GameAtlas Fallen,235,https://www.ign.com/articles/atlas-fallen-review
"Aug 9, 2023",,Taylor Lyles,GameTekken 8,17,https://www.ign.com/articles/tekken-8-denuvo-not-included-director-confirms
"Aug 9, 2023",,Jesse Schedeen,GameFive Nights at Freddy's,0,https://www.ign.com/articles/five-nights-at-freddys-fightline-collectible-game-revealed-by-funko
"Aug 9, 2023",,Mitchell Saltzman,GameLords of the Fallen,62,https://www.ign.com/articles/lords-of-the-fallen-a-deep-dive-into-the-umbral-realm-ign-first
"Aug 9, 2023",,Ryan Dinsdale,GameDestiny 2,59,https://www.ign.com/articles/playstation-plus-games-catalogue-additions-for-august-2023-revealed
"Aug 9, 2023",,Wesley Yin-Poole,GameDiablo 4,15,https://www.ign.com/articles/diablo-4-players-think-theyve-worked-out-how-you-can-tell-when-the-dreaded-butcher-is-about
"Aug 9, 2023",,Taylor Lyles,GameCrysis 3,47,https://www.ign.com/articles/crysis-3-dead-space-2-dantes-inferno-online-servers-shutting-down
"Aug 9, 2023",,Wesley Yin-Poole,GameCall of Duty: Modern Warfare III,124,https://www.ign.com/articles/call-of-duty-modern-warfare-3-trailer-reveals-makarov-snippets-of-in-game-footage
"Aug 9, 2023",,Wesley Yin-Poole,GameBaldur's Gate III,235,https://www.ign.com/articles/baldurs-gate-3-reignites-age-old-save-scumming-debate
"Aug 9, 2023",,Wesley Yin-Poole,GameStreet Fighter 6,153,https://www.ign.com/articles/street-fighter-6-fans-hit-out-at-15-teenage-mutant-ninja-turtles-dlc-costumes
"Aug 9, 2023",,Wesley Yin-Poole,GamePlayStation 5,374,https://www.ign.com/articles/sony-says-ps5-sales-can-pick-up-the-pace-to-hit-record-breaking-target
"Aug 8, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/pokmon-scarlet-violet-and-shining-pearl-for-under-50-apiece-a-cheap-xs-controller-and-more-au-deals
"Aug 8, 2023",,Rebekah Valentine,GameBaldur's Gate III,49,https://www.ign.com/articles/baldurs-gate-3-fans-are-convinced-they-can-fix-shadowheart
"Aug 8, 2023",,Rebekah Valentine,GamePlayStation 5,190,https://www.ign.com/articles/take-two-ceo-says-mid-generation-upgrades-like-rumored-ps5-pro-arent-all-that-meaningful
"Aug 8, 2023",,Rebekah Valentine,GameRed Dead Redemption 2,182,https://www.ign.com/articles/take-two-ceo-says-next-gen-backward-compatibility-is-a-benefit-but-not-a-must-have
"Aug 8, 2023",,Alex Stedman,GameRed Dead Redemption,475,https://www.ign.com/articles/take-two-ceo-says-red-dead-redemption-port-pricing-is-commercially-accurate
"Aug 8, 2023",,Logan Plant,GameBaldur's Gate III,60,https://www.ign.com/articles/baldurs-gate-update-brings-much-needed-fixes-for-genitals-and-undies
"Aug 8, 2023",,Taylor Lyles,GamePlayStation 5,125,https://www.ign.com/articles/sony-ps5-overheating-scry-artic-cooling-system-kickstarter
"Aug 8, 2023",,Rebekah Valentine,GameFinal Fantasy Crystal Chronicles,138,https://www.ign.com/articles/how-four-friends-built-a-hypercube-to-play-final-fantasy-crystal-chronicles-together-in-2023
"Aug 8, 2023",,Taylor Lyles,GameDead by Daylight,2,https://www.ign.com/articles/dead-by-daylight-x-alien-crossover-announcement-release-date
"Aug 8, 2023",,Taylor Lyles,GamePlayStation 5,57,https://www.ign.com/articles/ps5-beta-adds-cloud-game-streaming
"Aug 8, 2023",,Travis Northup,GameFlashback 2,9,https://www.ign.com/articles/flashback-2-hands-on-move-over-monkey-island-another-30-year-old-game-is-finally-getting-a-sequel
"Aug 8, 2023",,Logan Plant,GamePlayStation 5,76,https://www.ign.com/articles/new-all-time-ps5-console-low-price-save-50-on-a-brand-new-playstation-5
"Aug 8, 2023",,Wesley Yin-Poole,GameFortnite,0,https://www.ign.com/articles/fortnites-jujutsu-kaisen-event-tasks-players-with-destroying-cursed-llamas
"Aug 7, 2023",,Hannah Hoolihan,GamePlayStation 5,9,https://www.ign.com/articles/save-50-on-playstation-5-consoles-discounted-to-450
"Aug 7, 2023",,Adam Mathew,Null,0,https://www.ign.com/articles/dirt-cheap-controllers-a-historical-low-on-hogwarts-legacy-pc-and-more
"Aug 7, 2023",,Rebekah Valentine,GameBaldur's Gate III,66,https://www.ign.com/articles/psa-you-might-want-to-turn-off-this-sneaky-baldurs-gate-3-feature
"Aug 7, 2023",,Chris Reed,GameGod of War: Ragnarok,2,https://www.ign.com/articles/tons-of-ps5-games-are-on-sale-right-now
"Aug 7, 2023",,Logan Plant,GameRed Dead Redemption,750,https://www.ign.com/articles/red-dead-redemption-fans-protest-release-theyre-calling-overpriced-lacking-new-features
