,Title,Release Date,Description,Game Link
1364,Miasma Chronicles,"May 23, 2023","In the not-too-distant future. America has been torn apart by a savage force known only as the 'Miasma'. Meet Elvis, a young man brought to the mining town of Sedentary as a baby. Left by his mother in the care of a robotic older 'brother' and given a mysterious glove with which he can control the Miasma.

Join the brothers on a quest across a post-apocalyptic wasteland to find the answers they crave. Answers which may change the course of human history forever.

From the creators of Mutant Year Zero: Road to Eden, comes a beautifully crafted tactical adventure you won't forget.",https://www.metacritic.com/game/miasma-chronicles/
1365,CONV/RGENCE: A League of Legends Story,"May 23, 2023","Explore and traverse through the spectacular city of Zaun as Ekko, a young inventor with an ingenious device to manipulate time, in this story-driven action platformer. Play as a young Ekko and realize the full potential of one of League's fan-favorite Champions.

Discover different environments with parkour-style traversal while you level up a variety of combat and time abilities to defeat a wide range of enemies in Zaun.

Developed by Double Stallion Games, CONV/RGENCE: A League Of Legends Story is a 2D Action Platformer with an incredible art style that focuses on tight dynamic combat and unique exploration opportunities afforded by Ekko's ability to travel in space and time. Convergence.",https://www.metacritic.com/game/conv-rgence-a-league-of-legends-story/
1366,Monster Menu: The Scavenger's Cookbook,"May 23, 2023","Adventurers who have been distressed in a dungeon when they heard that it was for new adventurers. In extreme conditions of hunger and dryness, adventurers discover the dead body of a huge monster ...

Adventurers who have escaped from the danger of starvation decide to look for the exit of the dungeon.

Let's eat delicious and strange things and aim to survive.

""Dead Eating Adventure Meshi"" is a survival simulation RPG that aims to survive while collecting food and ingredients in a moving dungeon of monsters and cooking.

The key to adventure is how to use the ingredients, such as eating ""Adventure Meshi"" to strengthen the character and weakening monsters with rotten food.",https://www.metacritic.com/game/monster-menu-the-scavengers-cookbook/
1367,Wobbledogs: Console Edition,"May 23, 2023","Wobbledogs is a 3D pet simulation where you raise your own personal hive of rapidly mutating dogs, physically simulated all the way down to their guts! It’s a casual and chill sandbox experience for players of all ages who want to care for their very own virtual pets in a surprising, unique, and stress-free environment. The dogs start out relatively normal, but mutate and behave in surprising ways as the game progresses and their evolutionary lines advance.

Dogs have highly variable bodies controlled by a simulated genetics system. As they age, they periodically enter a pupal state and physically mutate. The foods they eat fill their guts with different flora, just like in the gif above. These flora influence the dogs' mutations, letting you craft and mold them to fit your own idea of canine (im)perfection!

Dogs need a place to call home, and it’s up to you to create an appealing habitat to help them thrive. As you play, you'll gain access to more and more objects and decorations. String together rooms and decorate them however you’d like. Give your dogs a relaxing place to sleep, set up an maze, or even cultivate a garden. There are no built-in goals, so you can prioritize whatever you like the most!

The dogs in this game are physically simulated, which adds a layer of uniqueness to almost every action they take. Two dogs with separate body structures will experience the world in different ways. They also have unique personality traits that influence the types of behaviors they tend to run and govern how they interact with other dogs and objects.

Wobbledogs is meant to be enjoyable simply to passively observe, but it’s also rewarding to interact with the dogs directly, whether that’s petting them to relieve some stress, tossing a pup around to watch it tumble through the pen, or helping your canine companion get free after it wriggled itself into a particularly tight space. These dogs try their best, but sometimes they need a bit of extra help!",https://www.metacritic.com/game/wobbledogs-console-edition/
1368,Wobbledogs: Console Edition,"May 23, 2023","Wobbledogs is a 3D pet simulation where you raise your own personal hive of rapidly mutating dogs, physically simulated all the way down to their guts! It’s a casual and chill sandbox experience for players of all ages who want to care for their very own virtual pets in a surprising, unique, and stress-free environment. The dogs start out relatively normal, but mutate and behave in surprising ways as the game progresses and their evolutionary lines advance.

Dogs have highly variable bodies controlled by a simulated genetics system. As they age, they periodically enter a pupal state and physically mutate. The foods they eat fill their guts with different flora, just like in the gif above. These flora influence the dogs' mutations, letting you craft and mold them to fit your own idea of canine (im)perfection!

Dogs need a place to call home, and it’s up to you to create an appealing habitat to help them thrive. As you play, you'll gain access to more and more objects and decorations. String together rooms and decorate them however you’d like. Give your dogs a relaxing place to sleep, set up an maze, or even cultivate a garden. There are no built-in goals, so you can prioritize whatever you like the most!

The dogs in this game are physically simulated, which adds a layer of uniqueness to almost every action they take. Two dogs with separate body structures will experience the world in different ways. They also have unique personality traits that influence the types of behaviors they tend to run and govern how they interact with other dogs and objects.

Wobbledogs is meant to be enjoyable simply to passively observe, but it’s also rewarding to interact with the dogs directly, whether that’s petting them to relieve some stress, tossing a pup around to watch it tumble through the pen, or helping your canine companion get free after it wriggled itself into a particularly tight space. These dogs try their best, but sometimes they need a bit of extra help!",https://www.metacritic.com/game/wobbledogs-console-edition/
1369,Tilting Tiles: Micro Challenge,"May 23, 2023","Tilting Tiles: Micro Challenge is the third installment in the Tilting Tiles series. Micro Challenge brings an entire new take on the unique puzzle series by adding new player movement options and new terrain tiles. Whether you are a fan of the series or a first time player, this is the perfect place to start.

Micro Challenge is a uniquely set up movement based puzzle game, and your goal is to examine each level and determine the most efficient route possible to collect all items before reaching the move limit.

Like in previous entries your Player Tile can Move, Double Slide, Diagonal Slide, Tilt, and Teleport. Micro Challenge also adds the ability to change sizes.

Shrink your tile down to fit through narrow hallways and corridors. Be careful when you are small as there are now towers filled with holes, and if you try to traverse them while in the shrunken state, you will fall to your demise! It costs 1 energy unit to shrink or to grow. This creates an entire new style of puzzle design in which you must determine when it's most beneficial to change sizes in your route planning.

Micro Challenge features the ability for the Tile to become ""micro"" but it is ALSO a ""micro"" sized Tilting Tiles game. Micro Challenge is designed to be a perfect starting point for the franchise. It features 20 unique levels and 5 creative multiplayer maps!

Not only does Micro Challenge feature a focused and unique single player puzzle set, it also contains a series first, with the all new Tilting Tiles Multiplayer Mode.

Grab a friend and solve your way through Tilting Tiles Maps together. Both players share a move count, so you must examine the level together and determine who can collect which items more efficiently. Each player is given a different set of problems to solve as well as a different amount of special moves available.",https://www.metacritic.com/game/tilting-tiles-micro-challenge/
1370,Hidden Bunny,"May 22, 2023",Some Bunny's friends hid and Bunny cannot find them. Help Bunny to find all the friends! Search everywhere - some of them can hide in strange places.,https://www.metacritic.com/game/hidden-bunny/
1371,Aeterna Noctis: Pit of the Damned,"May 22, 2023","The first playable downloadable content for Aeterna Noctis, and it will take us to explore a new area full of new challenges, new enemies, and, of course, a new and fearsome final boss. The images show the King of Darkness making his way through some catacombs with that recognizable level and puzzle design. Apparently, an ancient evil claims the monarch’s presence in that old crypt. The visuals speak for themselves, and the downloadable content feels more Aeterna Noctis than ever. Everything indicates that its conclusion will leave more questions than answers, and will lay the foundations for future content for the franchise.",https://www.metacritic.com/game/aeterna-noctis-pit-of-the-damned/
1372,Degroid,"May 22, 2023","The game tells the story of a little man named Degroid, who was caught by Mad Doctor. He had gone crazy during his experiments with teleportation.

A player will have to pass the obstacle course to get to the perpetrator of his imprisonment and get out of this endless madness. On the way there will be loads of circular saws, thorns, aggressive slugs, lasers and other lethal obstacles.

Because of teleports, carrying the Degroid`s body between levels, a player acquires immortality, resurrecting after every defeat.

Will he become mad too after countless deaths?",https://www.metacritic.com/game/degroid/
1373,Garden Simulator,"May 19, 2023","Fresh vegetables, healthy fruits and beautiful flowers - now you have the chance to take care of your own allotment and harvest the crops. Boredom at home is a thing of the past - today you'll enjoy nature. Cultivate your own virtual garden, take care of the plants, then harvest and sell them.

With Garden Simulator you'll get your own patch of land, place decorational elements, and nurture the plants, before you harvest them. The richer your yield, the more you can sell and the more money you can spend to enhance your piece of paradise. With countless unlockable features and additional content, your green thumb will be challenged to the max!",https://www.metacritic.com/game/garden-simulator/
1374,Omega Strikers,"May 19, 2023","Join the footbrawl! Smash opponents off the arena and score goals in this lightning-fast 3v3 free-to-play game. Squad up with friends and choose from a growing cast of colorful Strikers to sling slimes, toss tofu, and rocket boost to victory.",https://www.metacritic.com/game/omega-strikers/
1375,Rhythm Planet,"May 19, 2023","""Rhythm Planet"" is a cute and hilarious game developed by Aoga Technology and published by GAMEPOCH Star Journey. The game perfectly combines music rhythm with new features of PSVR2, such as adaptive triggers, head-mounted vibration feedback, and surround sound, allowing players to enjoy the fun on dozens of ""super parties"".

If you are experiencing PSVR2 for the first time, ""Rhythm Planet"" is a great introductory experience. The game is easy to pick up and designed for family fun, suitable for friends' gatherings and family entertainment. With good rhythm sense, you can dominate the party.

Whether you are a game novice or a veteran player, ""Rhythm Planet"" will bring you endless fun and excitement, making your PSVR2 experience more colorful. Come and experience this cute and hilarious game!",https://www.metacritic.com/game/rhythm-planet/
1376,Cyber Citizen Shockman,"May 19, 2023","Everything was going great for Tasuke and Kyapiko until one fateful day when they
woke up as the cybernetically enhanced, Shockman!

Thanks to the genius of the Doc, they were given the opportunity to become cyborgs and heroes of justice tasked with taking down the Evil Group which had been terrorizing the town. The only catch is they have 18 days to get the job done and become humans again.

Fufill your destiny as hero of justice and restore peace to the town!",https://www.metacritic.com/game/cyber-citizen-shockman/
1377,Infini,"May 18, 2023",Lose yourself in Infinity… but never lose Hope. Try to escape a world of never-ending puzzles and oddities.,https://www.metacritic.com/game/infini/
1378,Chasm: The Rift Remaster,"May 18, 2023","Having its roots in 1997 and developed in Ukraine, Chasm: The Rift is one of the most thrilling and innovative FPS from this era and the first Eastern European boomer shooter ever made.

Along with a heart-pounding adventure through the Corridors of Time and the satisfaction of ripping limbs from hideous monsters with the iconic BladeGun, and an innovative weather system, the player will now be able to enjoy this late 90's FPS classic with the comfort of modern PCs, now with full 4K support, improved sound design, achievements, and localised into twelve languages.",https://www.metacritic.com/game/chasm-the-rift-remaster/
1379,No One Lives Under the Lighthouse,"May 18, 2023","A retro horror game, in which you arrive at the old lighthouse on a small island near the coast of the United States. After the previous keeper has gone missing, you need to take over his duties and watch after the light.",https://www.metacritic.com/game/no-one-lives-under-the-lighthouse/
1380,Supraland: Six Inches Under,"May 18, 2023","Supraland Six Inches Under is a First-Person-Metroidvania. That means, you're in a gated world and the more abilities you gather, the more parts of the world you can access.

The gameplay consists of roughly 55% exploration, 40% solving puzzles and 5% combat.

It was supposed to be a little DLC for Supraland , but it got a bit out of hand and got more and more ambitious. It can be considered ""Supraland 1.5"" because there are still a lot things from the first game, but at the same time it's a new world with a bunch of new mechanics.",https://www.metacritic.com/game/supraland-six-inches-under/
1381,Nightmare Reaper,"May 18, 2023","A dark and violent meld of retro and modern action games, inspired by the classic 2.5D first person shooters of the 90s, with elements of modern looter shooters and rogue-lites.

Tons of enemies are crammed in open-ended levels full of surprises and geysers of blood and treasure.

Use the gold you find to purchase tons of character upgrades and new abilities via minigames.

80 unique weapons that can drop as loot and can contain a funky mix of over 30 enchantment types.",https://www.metacritic.com/game/nightmare-reaper/
1382,Undergrave,"May 18, 2023","Undergrave is a tactical roguelike which moving, jumping, managing your stamina, dashing and throwing your sword away strategically is vital for success.

Combine your abilities to oversmart the enemies and find the best move for every turn.",https://www.metacritic.com/game/undergrave/
1383,Red Matter 2,"May 18, 2023","Red Matter 2 is an adventure that takes place during a dystopian Cold War whose events unfold after Red Matter. It is the story of how people trapped in a reality created by their rulers, rebel against their destiny and fight to do the right thing.

Being subjected to a mental simulation in an enemy base, you are awakened by an infiltrated agent who has been sent to rescue you. Just as you are about to escape you intercept a distress signal belonging to an old friend. Determined to come to his rescue, you embark on the journey of a lifetime to the far reaches of the solar system to find him. 

That adventure will make you question your entire reality, not only because you will once again encounter the Red Matter more unleashed than ever, but also because Volgravia holds more secrets than you could have ever imagined.",https://www.metacritic.com/game/red-matter-2/
1384,Brain Beats,"May 18, 2023","Brain Beats is a musical VR game driven by rhythm, designed by a team of psychophysical wellness professionals. Relieve your stress with exciting and immersive gameplay and combine synchronized physical exercises with music in 3 different modes. Follow the rhythm and hit globes with the correct hand at the right time or cut cubes with swords to get the best score!

Fight back against stress with slow, calm music or be captivated by exciting, energizing and fast-paced tracks!

Organize your training with custom playlists: fast-paced, relaxing, or a combination of both!

Keep track of the calories burned with your movements.

Choose your rhythm and enjoy a flowing experience with no interruptions.

Each category of music has different atmospheres and colors to help you get the best results in a complete and immersive experience.

27 music tracks included!

More tracks will be added in upcoming DLCs!",https://www.metacritic.com/game/brain-beats/
1385,World Championship Boxing Manager II,"May 17, 2023","The boxing world is at your fingertips in this deeply detailed and outrageously entertaining sports management simulation. Enlist competitive fighters, recruit top-notch staff, and ride the hype train all the way to endorsement city! Watch it all play out in the ring as your fighter takes the throne...or gets KO'd trying.

An official sequel to 1991's highly regarded World Championship Boxing Manager, this iteration captures the essence of the original AND expands it. Offering updated visuals, deeper gameplay, and new characters based on former pro boxing legends Rocky Marciano and Sugar Ray Robinson.",https://www.metacritic.com/game/world-championship-boxing-manager-ii/
1386,Cubic Figures,"May 17, 2023","Cubic Figures is a minimalistic puzzle game where you need to make up different figures from a number of given shaped blocks.

Take the block, rotate if needed and put it into the outlined figure to fill it. Repeat until all the blocks will be revealed and the outline of the figure will be filled with shaped blocks.",https://www.metacritic.com/game/cubic-figures/
1387,Under The Warehouse,"May 17, 2023","In any particular city, a large building made of brick and concrete is full of people moving boxes in, out, and around. A never-ending stream of trucks come and go, documents get received and delivered. A mysterious caller asks to meet. They need an egg. It's Under The Warehouse.

Meet the workers, collect items, and solve puzzles in this first person adventure with multiple endings.",https://www.metacritic.com/game/under-the-warehouse/
1388,Crusader Kings III: The Royal Court,"May 17, 2023","There is but one true center for power and prestige: a ruler's court. 

Step into your own fully immersive throne room with Crusader Kings: Royal Court, and get ready to impress vassals and courtiers with your splendor and treasure on display. Watch visitors pay respect or family members squabble as you pass judgment in royal audiences, establishing the vital link between your people and your realm.

In Crusader Kings: Royal Court, you can commission great works of art from inspired craftspeople. Impress your rivals with the grandeur of your court, or awe them with your noble house's heirlooms and relics. An enhanced Culture system lets you guide your people to novel cultural understandings as they merge or splinter off, embrace their heritage, learn languages, or acquire new traditions.",https://www.metacritic.com/game/crusader-kings-iii-the-royal-court/
1389,"Drift Horizon Racing, Driving & Parking Trial Simulator Games","May 17, 2023","Drift Horizon Racing, Driving & Parking Trial Simulator Games",https://www.metacritic.com/game/drift-horizon-racing-driving-and-parking-trial/
1390,Descending,"May 17, 2023",Going down is not that bad when you get points for it right? Go down before the time runs out.,https://www.metacritic.com/game/descending/
1391,Argonauts Agency: Glove of Midas,"May 17, 2023","Pelias, the collector, asked his old friends Jason and Medea to bring him the legendary glove of Midas. Rumor has it that it bestows magical powers on the wearer. Upon receiving the glove, Pelias decides a little upgrade wouldn't hurt anything. What could possibly go wrong? Join the Argonauts and help Pelias undo his blunder!",https://www.metacritic.com/game/argonauts-agency-glove-of-midas/
1392,Tin Hearts,"May 16, 2023","Behind every brilliant invention, hides an incredible story. From members of the team that brought you Fable, comes Tin Hearts – an immersive puzzle adventure game wrapped in a powerful tale of love and compromise.

Guide a troop of mischievous tin soldiers through a magical toy-filled world using a variety of whimsical and inventive contraptions to bounce, shoot and glide them to their goal. March through 40+ levels of time-bending, soldier-routing riddles, forge new paths for your toys to follow, and solve increasingly elaborate puzzles to unravel the emotional, thought-provoking story, of Albert J. Butterworth, a genius inventor of Victorian times.

EMBARK ON A TRAIL OF PUZZLES: Control toy cannons to clear the way ahead, bounce to new heights using trampoline drums and manipulate balloon inflating machines to help the soldiers reach their destination!

UNRAVEL THE STORY: Discover a deeply emotional story spanning generations and dimensions, masterfully woven into the fabric of this puzzle-filled world. Clues are everywhere, seek them out and you will be rewarded with a heartfelt tale, beautifully voiced and animated over three acts.

EXPLORE A MAGICAL WORLD: Feel like a child in a toy store as you immerse yourself in a magical, alternate-timeline Victorian universe full of nostalgic warmth and charm.

USE YOUR IMAGINATION: Unlock powers to control objects in the world, from wooden blocks to drums to toy trains. Link objects in interesting ways as you build paths to the exit for your fearless tin soldiers to follow, and slowly reveal the secrets of their past.

MANIPULATE TIME: Pause, fast-forward and rewind time to change the outcome of your actions and complete increasingly intricate puzzles.

ENJOY THE MEMORABLE SOUNDTRACK: Take your time working through the relaxing puzzles and enjoy the poignant soundtrack, from award-winning composer Matthew Chastney, whose credits include trailers for ‘JOKER’, 'Chernobyl', and 'Bridgerton'.

FROM THE DEVELOPERS OF FABLE: Tin Hearts is brought to life by former members of the exceptionally talented Lionhead Studios development team, responsible for the critically acclaimed Fable series.",https://www.metacritic.com/game/tin-hearts/
1393,LEGO 2K Drive,"May 16, 2023","Welcome to Bricklandia, home of a massive open-world LEGO® driving adventure. Race anywhere, play with anyone, build your dream rides, and defeat a cast of wild racing rivals for the coveted Sky Trophy!
In LEGO 2K Drive, your awesome transforming vehicle gives you the freedom to speed seamlessly across riveting racetracks, off-road terrain, and open waters. Explore the vast world of Bricklandia, show off your driving skills, and build vehicles brick-by-brick!
THE ULTIMATE LEGO DRIVING EXPERIENCE
Get behind the wheel and gear up for tons of open-world exploration and thrilling races! Take on the exciting Story mode, jump into a single race or Cup Series tourneys, and let loose in off-the-wall minigames. Master the art of drifting, boosting, jumping, and using power-ups to defeat opponents!
RACE FOR THE SKY TROPHY
Story mode follows your journey from rookie racer to famous champion as you compete against a series of charismatic rivals. With each victory, you'll work your way up the ranks to take on the infamous Shadow Z.
OPEN-WORLD EXPLORATION
The vast and vibrant world of Bricklandia is yours to explore as you see fit, full of colorful characters and kooky quests. Zoom past lush fields on Turbo Acres' pavement, go off-roading in the deserts of Big Butte County, cruise across Prospecto Valley's picturesque waterways, and more.
UNLEASH YOUR CREATIVITY
Building vehicles in the Garage is as easy as snapping bricks together. Construct new cars and boats from scratch, modify any vehicle in your collection, or unwind with guided builds, then take your creation for a drive!
PLAY TOGETHER AT HOME AND ONLINE
Roam around Bricklandia in local splitscreen or join your driving buddies online!",https://www.metacritic.com/game/lego-2k-drive/
1394,Zool Redimensioned,"May 16, 2023","Originally released by Gremlin Graphics in 1992 on the Amiga to critical acclaim, iconic gaming mascot Zool returns in Zool Redimensioned!

This brand-new reimagining of the classic action platforming adventure has been rebuilt from the ground up for modern audiences. Help Zool jump, spin and shoot his way across eight alien worlds, taking down menacing bosses and saving the universe from the nefarious influence of Krool.

Zool's old school platforming action will challenge the most hardcore gamers, with modern enhancements that bring the game into the 21st century. Beat your speed run times, discover secrets hidden across every level, or go back in time and play the original classic game. Re-live the legend of the ninja that started it all!",https://www.metacritic.com/game/zool-redimensioned/
1395,Syphon Filter: Logan's Shadow,"May 16, 2023","We find Gabe Logan once again using a combination of stealth and ""run-and-gun"" gameplay as he is called into action when a dangerous new technology is hijacked by a criminal extremist group. In a story that takes him from the depths of the Indian Ocean to the deserts of the Middle East, Gabe is faced with the possibility that his long time partner, Lian Xing is a double agent. Logan's Shadow is complete with a variety of combat mechanics including the ability to force enemies into cover with ""blind-fire"", an advanced melee system that allows Gabe to use enemies as human shields, and 360 degree underwater combat. For the first time in the franchise ""interactive moments"" have been added for increased player interaction, such as airlifting debris and escaping wrist restraints. Returning to the franchise are buddy missions which have been enhanced with a variety of new objectives. [SCEA]",https://www.metacritic.com/game/syphon-filter-logans-shadow/
1396,Pretzel Rides VR,"May 16, 2023",,https://www.metacritic.com/game/pretzel-rides-vr/
1397,Kargast,"May 16, 2023","""You just woke up but... oh, wait! This is not right! Everything seems weird and.. where did everyone go?""

Kargast is a dark, hand-crafted, story and narrative driven turn-based RPG where every choice you make matters. It tells the story of an unwell child on the brink of death, and his adventures through his surreal, cryptic surroundings. You must guide him through a place of torment, confront the unknown and make vital choices along the way.

Travel through dark and mysterious environments with your shiny little companion, fight your way through dozens of odd and malformed creatures, and uncover what strange truths lay hidden before it's too late.",https://www.metacritic.com/game/kargast/
1398,Warlander,"May 16, 2023","Warlander is an action-packed, third-person, online-multiplayer game, with a unique style that mashes a Medieval-inspired setting, fantastical items and abilities...and...EVEN POWERFUL ROBOTS!

Featuring intense competitive skirmishes and epic castle siege warfare with up to 100 players, you must use the almighty powers of god-like Warriors, Clerics, and Mages, as well as siege weapons and cataclysmic spells to control the battlefield.

To be victorious, you must work as a team, defend your Keep, and tactically break into the enemy's stronghold to destroy their core!",https://www.metacritic.com/game/warlander/
1399,Bus Simulator 21: Next Stop,"May 16, 2023","Experience the daily life of a bus driver in two open world cities either in the USA or Europe. Drive up to 30 licensed buses by international manufacturers, including a double-decker and e-buses. Take your passengers to their destinations safely and on time - either in single- or multiplayer mode. 

In Bus Simulator 21, you will not only become a capable driver with countless miles on the road - you also have the option to use extended management elements. Creating detailed timetables, buying and selling buses, and planning efficient routes that take into account the daily number of passengers at peak hours - these and more varied tasks are available for you to enjoy.

Do you prefer getting up from behind the desk and taking steering your buses into your own hands? No problem! The auto-features of Bus Simulator 21 can take over your management duties and let pure bus drivers simply enjoy their time on the road.",https://www.metacritic.com/game/bus-simulator-21-next-stop/
1400,Blade Dancer: Lineage of Light,"May 16, 2023","In a world protected by the gentle Prismatic Moon, an ancient evil is stirring. The Dread Knight has reappeared to wreak havoc across the land, and the Dark Lord gathers his terrible strength. The world's only hope rests in the hands of a reluctant young adventurer named Lance. Discover your heritage and learn what it means to be the Protector of Light, Blade Dancer. [NIS America]",https://www.metacritic.com/game/blade-dancer-lineage-of-light/
1401,"The King of Fighters XV - DLC Character ""SYLVIE PAULA PAULA""","May 16, 2023","""SYLVIE PAULA PAULA"" can be used in THE KING OF FIGHTERS XV.",https://www.metacritic.com/game/the-king-of-fighters-xv-dlc-character-sylvie-paula/
1402,Pursuit Force,"May 16, 2023","Pursuit Force is a driving/combat game that gives you the unique ability to jump between and fight on vehicles. The game follows the adventures of a rookie Police Officer working for Pursuit Force - an elite, vehicle-based crime fighting force chasing down criminal gangs across an entire fictional US state. Engage in deadly gun battles whilst chasing the criminals at top speed. Powerslide round corners, drive the wrong way thorugh traffic and push your vehicle to the max as you ride the enemies' customised cars with bullets. [BigBig]",https://www.metacritic.com/game/pursuit-force/
1403,Humanity,"May 16, 2023","SAVE HUMANITY, FIND YOURSELF. 

The year is 2156 and Earth has been decimated. All that remains of the once great planet is desert and human life is dwindling due to water and food scarcity. You play as Landon, one of the last surviving humans, who stumbles upon a wormhole. The wormhole you accidentally find transports you light years across the universe to a strange and beautiful planet where you meet a new alien friend named Zip. 

With Zip as your guide, you will hunt for a new planet for you and your wife Jessie to inhabit and carry on human existence.

Created by a single developer over two years, this story rich and atmospheric game poses many questions about what makes life worth living and how we as humans can save our planet before climate change destroys it.

Will you be the one to save humanity before it obliterates itself?",https://www.metacritic.com/game/humanity/
1404,Trackmania,"May 15, 2023","RACE SOLO OR WITH YOUR FRIENDS 

• Experience the thrills of racing and unlock medals, trophies, and prestige skins.

• Test your skills in the intense versus-style Ranked mode and race your way to the top of the leaderboards! 

• Dodge moving obstacles, and drive without brakes or underwater in the Royal mode, our take on Racing Battle Royale where 60 players face off for victory. 

• Cross-play and cross-platform progression are available so you can join your friends wherever they play!",https://www.metacritic.com/game/trackmania/
1405,THUNDER,"May 13, 2023","THUNDER is a fast-paced one-button game.

You are running in the middle of a thunderstorm. Collect the stars that form when lightning strikes the ground to score points. But avoid getting hit by lightning. Reverse your direction by pressing a button or by hitting the sides of the screen.

The game is over when you get struck.",https://www.metacritic.com/game/thunder/
1406,Monster Battle,"May 12, 2023","Monster Battle is retro, monster shooter where the player eliminates monsters and arcade style bosses. Collect power-ups while vanquishing foes in 12 unique levels.",https://www.metacritic.com/game/monster-battle/
1407,Pixel Driver,"May 12, 2023",Fast paced infinite driving in heavy traffic,https://www.metacritic.com/game/pixel-driver/
1408,Despot's Game,"May 12, 2023","A group of people wake up in a strange post-apocalyptic labyrinth - naked, with no memories and with a bunch of weapons. Is this a joke, a crazy experiment, or... a game? You'll find out soon enough, just try not to die first!

Choose your loot and transform the squishy humans into wizards, cultists, ninjas and dozens of other heroes, including the mythical stale pretzel throwers. With perks and class combos, there are thousands of ways to build your army. The man-eating cabbage will appreciate the variety in its diet!

If you can survive the labyrinth, you'll meet THE UNSTOPPABLE END-GAME BUILDS OF OTHER PLAYERS! You'll beat each other to death and only one will be spared by d'Spot. No offense, but in his own game he writes the rules!

Prepare your warriors and let them fight it out on their own! Indirect combat allows you to focus heavily on tactical considerations rather than reflexes. 

The dungeons are generated from scratch every time, and there is no chance puny humans will ever find the way out! And even if they strike lucky - don't worry, there are endless ways to die in Despot's Game!",https://www.metacritic.com/game/despots-game/
1409,Pretty Girls Game Collection III,"May 12, 2023",,https://www.metacritic.com/game/pretty-girls-game-collection-iii/
1410,Baby Storm,"May 12, 2023","Maintain order, run, clean and feed your way to the highest score, in solo or local multiplayer mode with up to 4 players!

Your mission is to take care of adorable (and sometimes troublemaking) kids in a kindergarten!

You are equipped with toys for playtime, food for mealtime, wipes, and diapers for you-know-what time, and even a nifty radio-controlled vacuum robot to help you with cleaning. If you're alone in this task, there are useful power-ups: a Teleporter that lets you move around quickly, and Maracas to distract the kids when they are fighting.

Make sure to complete the babies' desires on time to avoid making them cry which will reset your score combo! A quick tip: these kids might act tough, but they just need a bit of love and hugs. Just steer clear of the ones who bite!

Your journey will bring you to many different environments with vibrant art and music visit places all around the world and even time travel! Make your way through clever and original levels, earn loads of points, unlock new stages and features, and encounter special babies with mysterious powers...",https://www.metacritic.com/game/baby-storm/
1411,Little Disaster,"May 12, 2023","Help this little disaster to reach the shiny crystal on every level in this explosive puzzle platformer.

Watch the timing of your explosion-meter, otherwise you can destroy everything around you! Use your brain to solve each puzzle, and complete more than 70 increasingly difficult levels across four different environments.

You can even ascend into space if you're good enough!",https://www.metacritic.com/game/little-disaster/
1412,Leap From Hell,"May 12, 2023","Find your way out of the hell and escape alive in this first-person puzzle platformer. In this first-person puzzle platformer you will try to figure out the right way through each level and afterwards can try to improve your timings by finiding hidden paths and secret short cuts. Your goals are to sucessfully finish a level as well as to beat the fastest time of our level designers - will you be able to do this?

The game is highly stylized and surprises with breathtaking, surreal, scare and hellish worlds.
Sometimes the right path is not the one right in front of you so be ready for some environmental puzzles.",https://www.metacritic.com/game/leap-from-hell/
1413,Marvel's Midnight Suns,"May 11, 2023","After centuries of sleep, Lilith, Mother of Demons, has been revived by Hydra through a twist of dark magic and science. Lilith stops at nothing to complete an ancient prophecy and bring back her evil master, Chthon. Pushed to the brink, the Avengers desperately look to fight fire with hellfire and enlist the help of the Midnight Suns - Nico Minoru, Blade, Magik and Ghost Rider - young heroes with powers deeply rooted in the supernatural, formed to prevent the very prophecy Lilith aims to fulfill.

In the face of fallen allies and the fate of the world at stake, it will be up to you to rise up against the darkness!

Marvel's Midnight Suns is a new tactical RPG set in the darker side of the Marvel Universe, putting you face-to-face against demonic forces of the underworld as you team up with and live among the Midnight Suns, Earth's last line of defense.",https://www.metacritic.com/game/marvels-midnight-suns/
1414,Dreaming Canvas,"May 11, 2023","Dreaming Canvas is a first-person adventure game where you can explore magical destinations, collect art-inspirations and paint pictures. Meet interesting other travelers along your journey, listen to inspirational art quotes from famous painters and get ready to paint the landscape of your dreams…",https://www.metacritic.com/game/dreaming-canvas/
1415,Walkabout Mini Golf,"May 11, 2023","Escape into a fun and beautiful world filled with the best mini golf courses you’ve ever seen! Play by yourself, meet someone new, or challenge your friends in a private game with up to 8 people. Extremely realistic physics create the perfect experience for hardcore golfers and casual players alike.

8 unique 18-hole courses to master
Unlock NIGHT MODE for more challenging versions of all courses
Play solo, 1v1 online quick match, or create a private room with up to 8 players
Extremely accurate physics feel just like the real thing
Collect over 188 custom balls hidden throughout
Solve treasure hunts on each hard course to earn special putters
Supports cross-play
Teleport and Smooth locomotion supported, as well as the ability to fly
Additional DLC courses available for purchase
Includes driving range, practice green and more!
Custom avatars featuring lip sync, a quadrillion+ combinations",https://www.metacritic.com/game/walkabout-mini-golf/
